[info]09:28:07 tester (411.TEST, 21) getPromoData (0.25 s)[192.168.37.33]
[info]10:32:47 tester (411.TEST, 21) ia motorizari 4832 (0.26 s)[192.168.37.33]
[info]10:32:49 tester (411.TEST, 21) ia motorizari 5554 (0.24 s)[192.168.37.33]
[info]10:32:49 tester (411.TEST, 21) ia motorizari 11872 (0.23 s)[192.168.37.33]
[info]10:32:49 tester (411.TEST, 21) ia motorizari 5553 (0.24 s)[192.168.37.33]
[info]10:32:49 tester (411.TEST, 21) ia motorizari 4092 (0.24 s)[192.168.37.33]
[info]10:32:50 tester (411.TEST, 21) ia motorizari 4139 (0.24 s)[192.168.37.33]
[info]10:32:50 tester (411.TEST, 21) ia motorizari 11871 (0.25 s)[192.168.37.33]
[info]10:32:50 tester (411.TEST, 21) ia motorizari 11869 (0.24 s)[192.168.37.33]
[info]10:32:50 tester (411.TEST, 21) ia motorizari 5125 (0.23 s)[192.168.37.33]
[info]10:32:51 tester (411.TEST, 21) ia motorizari 4183 (0.22 s)[192.168.37.33]
[info]10:32:51 tester (411.TEST, 21) ia motorizari 4185 (0.08 s)[192.168.37.33]
[info]10:32:51 tester (411.TEST, 21) ia motorizari 4345 (0.22 s)[192.168.37.33]
[info]10:32:51 tester (411.TEST, 21) ia motorizari 4175 (0.24 s)[192.168.37.33]
[info]10:32:51 tester (411.TEST, 21) ia motorizari 4184 (0.23 s)[192.168.37.33]
[info]10:32:52 tester (411.TEST, 21) ia motorizari 5555 (0.22 s)[192.168.37.33]
[info]10:32:52 tester (411.TEST, 21) ia motorizari 11864 (0.23 s)[192.168.37.33]
[info]10:32:52 tester (411.TEST, 21) ia motorizari 1923 (0.06 s)[192.168.37.33]
[info]10:32:52 tester (411.TEST, 21) ia motorizari 5552 (0.34 s)[192.168.37.33]
[info]10:32:53 tester (411.TEST, 21) ia motorizari 4829 (0.21 s)[192.168.37.33]
[info]10:32:53 tester (411.TEST, 21) ia motorizari 4140 (0.23 s)[192.168.37.33]
[info]10:32:53 tester (411.TEST, 21) ia motorizari 4093 (0.22 s)[192.168.37.33]
[info]10:32:53 tester (411.TEST, 21) ia motorizari 4972 (0.23 s)[192.168.37.33]
[info]10:32:55 tester (411.TEST, 21) ia motorizari 9728 (0.16 s)[192.168.37.33]
[info]10:32:55 tester (411.TEST, 21) ia motorizari 4828 (0.22 s)[192.168.37.33]
[info]10:32:55 tester (411.TEST, 21) ia motorizari 5027 (0.09 s)[192.168.37.33]
[info]10:32:55 tester (411.TEST, 21) ia motorizari 5028 (0.22 s)[192.168.37.33]
[info]10:32:55 tester (411.TEST, 21) ia motorizari 4827 (0.17 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 1617 (0.22 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 1618 (0.08 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 2068 (0.07 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 1624 (0.22 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 1625 (0.21 s)[192.168.37.33]
[info]10:32:56 tester (411.TEST, 21) ia motorizari 1635 (0.22 s)[192.168.37.33]
[info]10:32:57 tester (411.TEST, 21) ia motorizari 1513 (0.22 s)[192.168.37.33]
[info]10:32:57 tester (411.TEST, 21) ia motorizari 5089 (0.22 s)[192.168.37.33]
[info]10:32:57 tester (411.TEST, 21) ia motorizari 4696 (0.24 s)[192.168.37.33]
[info]10:32:57 tester (411.TEST, 21) ia motorizari 8616 (0.10 s)[192.168.37.33]
[info]10:32:57 tester (411.TEST, 21) ia motorizari 3499 (0.22 s)[192.168.37.33]
[info]10:32:58 tester (411.TEST, 21) ia motorizari 3550 (0.22 s)[192.168.37.33]
[info]10:32:58 tester (411.TEST, 21) ia motorizari 5520 (0.23 s)[192.168.37.33]
[info]10:32:58 tester (411.TEST, 21) ia motorizari 1821 (0.22 s)[192.168.37.33]
[info]10:32:58 tester (411.TEST, 21) ia motorizari 1514 (0.22 s)[192.168.37.33]
[info]10:32:59 tester (411.TEST, 21) ia motorizari 10251 (0.16 s)[192.168.37.33]
[info]10:32:59 tester (411.TEST, 21) ia motorizari 5090 (0.23 s)[192.168.37.33]
[info]10:32:59 tester (411.TEST, 21) ia motorizari 9124 (0.24 s)[192.168.37.33]
[info]10:32:59 tester (411.TEST, 21) ia motorizari 1820 (0.23 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 4600 (0.24 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 6390 (0.23 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 1822 (0.22 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 13816 (0.09 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 7583 (0.08 s)[192.168.37.33]
[info]10:33:01 tester (411.TEST, 21) ia motorizari 4867 (0.22 s)[192.168.37.33]
[info]10:33:02 tester (411.TEST, 21) ia motorizari 6391 (0.22 s)[192.168.37.33]
[info]10:33:02 tester (411.TEST, 21) ia motorizari 4879 (0.22 s)[192.168.37.33]
[info]10:33:02 tester (411.TEST, 21) ia motorizari 13084 (0.09 s)[192.168.37.33]
[info]10:33:02 tester (411.TEST, 21) ia modele pentru 587 (0.26 s)[192.168.37.33]
[info]10:33:02 tester (411.TEST, 21) ia motorizari 507 (0.22 s)[192.168.37.33]
[info]10:33:03 tester (411.TEST, 21) ia motorizari 1621 (0.26 s)[192.168.37.33]
[info]10:33:03 tester (411.TEST, 21) ia motorizari 1620 (0.21 s)[192.168.37.33]
[info]10:33:03 tester (411.TEST, 21) ia motorizari 4644 (0.07 s)[192.168.37.33]
[info]10:33:03 tester (411.TEST, 21) ia motorizari 512 (0.16 s)[192.168.37.33]
[info]10:33:03 tester (411.TEST, 21) ia motorizari 1616 (0.07 s)[192.168.37.33]
[info]10:33:04 tester (411.TEST, 21) ia motorizari 405 (0.21 s)[192.168.37.33]
[info]10:33:04 tester (411.TEST, 21) ia motorizari 8636 (0.11 s)[192.168.37.33]
[info]10:33:04 tester (411.TEST, 21) ia motorizari 9710 (0.23 s)[192.168.37.33]
[info]10:33:04 tester (411.TEST, 21) ia motorizari 10735 (0.22 s)[192.168.37.33]
[info]10:33:04 tester (411.TEST, 21) ia motorizari 3884 (0.22 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 4125 (0.23 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 3943 (0.06 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 4003 (0.22 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 5393 (0.07 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 4004 (0.21 s)[192.168.37.33]
[info]10:33:05 tester (411.TEST, 21) ia motorizari 5083 (0.22 s)[192.168.37.33]
[info]10:33:07 tester (411.TEST, 21) ia motorizari 5084 (0.22 s)[192.168.37.33]
[info]10:33:07 tester (411.TEST, 21) ia motorizari 14303 (0.23 s)[192.168.37.33]
[info]10:33:07 tester (411.TEST, 21) ia motorizari 14302 (0.22 s)[192.168.37.33]
[info]10:33:07 tester (411.TEST, 21) ia motorizari 10200 (0.23 s)[192.168.37.33]
[info]10:33:08 tester (411.TEST, 21) ia motorizari 3887 (0.23 s)[192.168.37.33]
[info]10:33:08 tester (411.TEST, 21) ia motorizari 5528 (0.22 s)[192.168.37.33]
[info]10:33:08 tester (411.TEST, 21) ia motorizari 5529 (0.07 s)[192.168.37.33]
[info]10:33:08 tester (411.TEST, 21) ia motorizari 5530 (0.23 s)[192.168.37.33]
[info]10:33:08 tester (411.TEST, 21) ia motorizari 7874 (0.22 s)[192.168.37.33]
[info]10:33:09 tester (411.TEST, 21) ia motorizari 270 (0.22 s)[192.168.37.33]
[info]10:33:09 tester (411.TEST, 21) ia motorizari 275 (0.23 s)[192.168.37.33]
[info]10:33:09 tester (411.TEST, 21) ia motorizari 7894 (0.22 s)[192.168.37.33]
[info]10:33:09 tester (411.TEST, 21) ia motorizari 5457 (0.22 s)[192.168.37.33]
[info]10:33:10 tester (411.TEST, 21) ia motorizari 13608 (0.22 s)[192.168.37.33]
[info]10:33:10 tester (411.TEST, 21) ia motorizari 497 (0.24 s)[192.168.37.33]
[info]10:33:10 tester (411.TEST, 21) ia motorizari 488 (0.22 s)[192.168.37.33]
[info]10:33:10 tester (411.TEST, 21) ia motorizari 500 (0.22 s)[192.168.37.33]
[info]10:33:10 tester (411.TEST, 21) ia motorizari 505 (0.24 s)[192.168.37.33]
[info]10:33:11 tester (411.TEST, 21) ia motorizari 493 (0.22 s)[192.168.37.33]
[info]10:33:11 tester (411.TEST, 21) ia motorizari 510 (0.09 s)[192.168.37.33]
[info]10:33:11 tester (411.TEST, 21) ia motorizari 1994 (0.25 s)[192.168.37.33]
[info]10:33:11 tester (411.TEST, 21) ia motorizari 1996 (0.22 s)[192.168.37.33]
[info]10:33:12 tester (411.TEST, 21) ia motorizari 1995 (0.23 s)[192.168.37.33]
[info]10:33:13 tester (411.TEST, 21) ia motorizari 5379 (0.23 s)[192.168.37.33]
[info]10:33:13 tester (411.TEST, 21) ia motorizari 11878 (0.23 s)[192.168.37.33]
[info]10:33:13 tester (411.TEST, 21) ia motorizari 4991 (0.23 s)[192.168.37.33]
[info]10:33:13 tester (411.TEST, 21) ia motorizari 6245 (0.23 s)[192.168.37.33]
[info]10:33:14 tester (411.TEST, 21) ia motorizari 7873 (0.23 s)[192.168.37.33]
[info]10:33:14 tester (411.TEST, 21) ia motorizari 9158 (0.22 s)[192.168.37.33]
[info]10:33:14 tester (411.TEST, 21) ia motorizari 8442 (0.23 s)[192.168.37.33]
[info]10:33:14 tester (411.TEST, 21) ia motorizari 10585 (0.23 s)[192.168.37.33]
[info]10:33:14 tester (411.TEST, 21) ia motorizari 11221 (0.09 s)[192.168.37.33]
[info]10:33:15 tester (411.TEST, 21) ia motorizari 2 (0.21 s)[192.168.37.33]
[info]10:33:15 tester (411.TEST, 21) ia motorizari 7 (0.23 s)[192.168.37.33]
[info]10:33:15 tester (411.TEST, 21) ia motorizari 3439 (0.22 s)[192.168.37.33]
[info]10:33:15 tester (411.TEST, 21) ia motorizari 5423 (0.24 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 9118 (0.23 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 22 (0.21 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 90 (0.09 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 1614 (0.23 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 1615 (0.07 s)[192.168.37.33]
[info]10:33:16 tester (411.TEST, 21) ia motorizari 99 (0.21 s)[192.168.37.33]
[info]10:33:17 tester (411.TEST, 21) ia motorizari 4811 (0.08 s)[192.168.37.33]
[info]10:33:17 tester (411.TEST, 21) ia motorizari 236 (0.21 s)[192.168.37.33]
[info]10:33:17 tester (411.TEST, 21) ia motorizari 1636 (0.23 s)[192.168.37.33]
[info]10:33:17 tester (411.TEST, 21) ia motorizari 1637 (0.23 s)[192.168.37.33]
[info]10:33:17 tester (411.TEST, 21) ia motorizari 3378 (0.23 s)[192.168.37.33]
[info]10:33:19 tester (411.TEST, 21) ia motorizari 3379 (0.07 s)[192.168.37.33]
[info]10:33:19 tester (411.TEST, 21) ia motorizari 3380 (0.23 s)[192.168.37.33]
[info]10:33:19 tester (411.TEST, 21) ia motorizari 4488 (0.16 s)[192.168.37.33]
[info]10:33:19 tester (411.TEST, 21) ia motorizari 4489 (0.22 s)[192.168.37.33]
[info]10:33:19 tester (411.TEST, 21) ia motorizari 3398 (0.23 s)[192.168.37.33]
[info]10:33:20 tester (411.TEST, 21) ia motorizari 4988 (0.23 s)[192.168.37.33]
[info]10:33:20 tester (411.TEST, 21) ia motorizari 14349 (0.23 s)[192.168.37.33]
[info]10:33:20 tester (411.TEST, 21) ia motorizari 3402 (0.23 s)[192.168.37.33]
[info]10:33:20 tester (411.TEST, 21) ia motorizari 4957 (0.23 s)[192.168.37.33]
[info]10:33:21 tester (411.TEST, 21) ia motorizari 403 (0.23 s)[192.168.37.33]
[info]10:33:21 tester (411.TEST, 21) ia motorizari 408 (0.23 s)[192.168.37.33]
[info]10:33:21 tester (411.TEST, 21) ia motorizari 9003 (0.23 s)[192.168.37.33]
[info]10:33:21 tester (411.TEST, 21) ia motorizari 412 (0.23 s)[192.168.37.33]
[info]10:33:22 tester (411.TEST, 21) ia motorizari 1568 (0.23 s)[192.168.37.33]
[info]10:33:22 tester (411.TEST, 21) ia motorizari 4736 (0.23 s)[192.168.37.33]
[info]10:33:22 tester (411.TEST, 21) ia motorizari 5398 (0.23 s)[192.168.37.33]
[info]10:33:22 tester (411.TEST, 21) ia motorizari 12917 (0.22 s)[192.168.37.33]
[info]10:33:22 tester (411.TEST, 21) ia motorizari 11084 (0.21 s)[192.168.37.33]
[info]10:33:23 tester (411.TEST, 21) ia motorizari 7375 (0.23 s)[192.168.37.33]
[info]10:33:23 tester (411.TEST, 21) ia motorizari 419 (0.23 s)[192.168.37.33]
[info]10:33:23 tester (411.TEST, 21) ia motorizari 415 (0.23 s)[192.168.37.33]
[info]10:33:23 tester (411.TEST, 21) ia motorizari 9004 (0.23 s)[192.168.37.33]
[info]10:33:25 tester (411.TEST, 21) ia motorizari 423 (0.24 s)[192.168.37.33]
[info]10:33:25 tester (411.TEST, 21) ia motorizari 1907 (0.24 s)[192.168.37.33]
[info]10:33:25 tester (411.TEST, 21) ia motorizari 4737 (0.08 s)[192.168.37.33]
[info]10:33:25 tester (411.TEST, 21) ia motorizari 5427 (0.23 s)[192.168.37.33]
[info]10:33:25 tester (411.TEST, 21) ia motorizari 12918 (0.22 s)[192.168.37.33]
[info]10:33:26 tester (411.TEST, 21) ia motorizari 1447 (0.23 s)[192.168.37.33]
[info]10:33:26 tester (411.TEST, 21) ia motorizari 4876 (0.23 s)[192.168.37.33]
[info]10:33:26 tester (411.TEST, 21) ia motorizari 427 (0.23 s)[192.168.37.33]
[info]10:33:26 tester (411.TEST, 21) ia motorizari 4528 (0.22 s)[192.168.37.33]
[info]10:33:27 tester (411.TEST, 21) ia motorizari 8025 (0.26 s)[192.168.37.33]
[info]10:33:27 tester (411.TEST, 21) ia motorizari 431 (0.23 s)[192.168.37.33]
[info]10:33:27 tester (411.TEST, 21) ia motorizari 436 (0.23 s)[192.168.37.33]
[info]10:33:27 tester (411.TEST, 21) ia motorizari 4804 (0.24 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 1482 (0.23 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 3885 (0.22 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 1993 (0.09 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 4019 (0.23 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 4018 (0.07 s)[192.168.37.33]
[info]10:33:28 tester (411.TEST, 21) ia motorizari 440 (0.09 s)[192.168.37.33]
[info]10:33:29 tester (411.TEST, 21) ia motorizari 5074 (0.23 s)[192.168.37.33]
[info]10:33:29 tester (411.TEST, 21) ia motorizari 9735 (0.23 s)[192.168.37.33]
[info]10:33:29 tester (411.TEST, 21) ia motorizari 195 (0.08 s)[192.168.37.33]
[info]10:33:29 tester (411.TEST, 21) ia motorizari 7584 (0.22 s)[192.168.37.33]
[info]10:33:29 tester (411.TEST, 21) ia motorizari 210 (0.22 s)[192.168.37.33]
[info]10:33:31 tester (411.TEST, 21) ia motorizari 214 (0.23 s)[192.168.37.33]
[info]10:33:31 tester (411.TEST, 21) ia motorizari 1312 (0.22 s)[192.168.37.33]
[info]10:33:31 tester (411.TEST, 21) ia motorizari 8630 (0.07 s)[192.168.37.33]
[info]10:33:31 tester (411.TEST, 21) ia motorizari 337 (0.22 s)[192.168.37.33]
[info]10:33:31 tester (411.TEST, 21) ia motorizari 6397 (0.22 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 4920 (0.23 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 8607 (0.08 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 14158 (0.16 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 4954 (0.08 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 10449 (0.23 s)[192.168.37.33]
[info]10:33:32 tester (411.TEST, 21) ia motorizari 1598 (0.21 s)[192.168.37.33]
[info]10:33:33 tester (411.TEST, 21) ia motorizari 1626 (0.21 s)[192.168.37.33]
[info]10:33:33 tester (411.TEST, 21) ia motorizari 1627 (0.15 s)[192.168.37.33]
[info]10:33:33 tester (411.TEST, 21) ia motorizari 455 (0.07 s)[192.168.37.33]
[info]10:33:33 tester (411.TEST, 21) ia motorizari 1628 (0.21 s)[192.168.37.33]
[info]10:33:33 tester (411.TEST, 21) ia motorizari 3888 (0.23 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 3889 (0.26 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 1629 (0.22 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 1630 (0.09 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 463 (0.23 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 1631 (0.09 s)[192.168.37.33]
[info]10:33:34 tester (411.TEST, 21) ia motorizari 1632 (0.22 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 5005 (0.09 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 5004 (0.23 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 5003 (0.09 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 14350 (0.09 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 14351 (0.22 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 14352 (0.09 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 9734 (0.07 s)[192.168.37.33]
[info]10:33:35 tester (411.TEST, 21) ia motorizari 3886 (0.09 s)[192.168.37.33]
[info]10:33:37 tester (411.TEST, 21) ia motorizari 7875 (0.16 s)[192.168.37.33]
[info]10:33:37 tester (411.TEST, 21) ia motorizari 7890 (0.23 s)[192.168.37.33]
[info]10:33:37 tester (411.TEST, 21) ia motorizari 13215 (0.17 s)[192.168.37.33]
[info]10:33:37 tester (411.TEST, 21) ia modele pentru 650 (0.08 s)[192.168.37.33]
[info]10:33:37 tester (411.TEST, 21) ia motorizari 1309 (0.21 s)[192.168.37.33]
[info]10:33:38 tester (411.TEST, 21) ia motorizari 3478 (0.21 s)[192.168.37.33]
[info]10:35:06 tester (411.TEST, 21) ia modele pentru 539 (0.66 s)[192.168.37.33]
[info]10:35:06 tester (411.TEST, 21) ia motorizari 9527 (0.16 s)[192.168.37.33]
[info]10:35:08 tester (411.TEST, 21) ia categorii pentru 539-9527-34506 (1.07 s)[192.168.37.33]
[info]10:35:13 tester (411.TEST, 21) ia articole din categorie (4.56 s)[192.168.37.33]
[info]10:35:13 tester (411.TEST, 21) ia detalii despre o grupa (0.22 s)[192.168.37.33]
[info]10:35:24 tester (411.TEST, 21) ia preturi pentru 11 articole (5.20 s)[192.168.37.33]
[info]10:35:25 tester (411.TEST, 21) ia criterii (0.24 s)[192.168.37.33]
[info]10:36:44 tester (411.TEST, 21) cauta dupa cod motor WK820%2F17 (0.06 s)[192.168.37.33]
[info]10:36:46 tester (411.TEST, 21) cauta dupa wk820/17 (0.93 s)[192.168.37.33]
[info]10:36:52 tester (411.TEST, 21) ia preturi pentru 1 articole (2.90 s)[192.168.37.33]
[info]10:36:53 tester (411.TEST, 21) ia criterii (0.22 s)[192.168.37.33]
[info]10:37:21 tester (411.TEST, 21) ia un stoc (0.44 s)[192.168.37.33]
[info]10:37:24 tester (411.TEST, 21) ia un stoc (0.43 s)[192.168.37.33]
[info]10:37:27 tester (411.TEST, 21) ia un stoc (0.88 s)[192.168.37.33]
[info]10:37:29 tester (411.TEST, 21) ia un stoc (0.71 s)[192.168.37.33]
[info]10:37:31 tester (411.TEST, 21) ia un stoc (0.26 s)[192.168.37.33]
[info]10:37:33 tester (411.TEST, 21) ia un stoc (0.43 s)[192.168.37.33]
[info]10:37:35 tester (411.TEST, 21) ia un stoc (0.44 s)[192.168.37.33]
[info]10:37:37 tester (411.TEST, 21) ia un stoc (0.30 s)[192.168.37.33]
[info]10:37:42 tester (411.TEST, 21) ia un stoc (0.30 s)[192.168.37.33]
[info]10:37:46 tester (411.TEST, 21) ia un stoc (0.47 s)[192.168.37.33]
[info]10:37:50 tester (411.TEST, 21) ia un stoc (0.40 s)[192.168.37.33]
[info]10:37:55 tester (411.TEST, 21) ia un stoc (0.92 s)[192.168.37.33]
[info]10:38:48 tester (411.TEST, 21) ia producatorii (0.11 s)[192.168.37.33]
[info]10:38:49 tester (411.TEST, 21) ia modele pentru 502 (0.32 s)[192.168.37.33]
[info]10:38:49 tester (411.TEST, 21) ia motorizari 278 (0.25 s)[192.168.37.33]
[info]10:38:49 tester (411.TEST, 21) ia motorizari 1321 (0.22 s)[192.168.37.33]
[info]10:38:49 tester (411.TEST, 21) ia motorizari 4735 (0.25 s)[192.168.37.33]
[info]10:38:50 tester (411.TEST, 21) ia motorizari 282 (0.27 s)[192.168.37.33]
[info]10:38:50 tester (411.TEST, 21) ia motorizari 2053 (0.26 s)[192.168.37.33]
[info]10:38:50 tester (411.TEST, 21) ia motorizari 4635 (0.28 s)[192.168.37.33]
[info]10:38:50 tester (411.TEST, 21) ia motorizari 5452 (0.31 s)[192.168.37.33]
[info]10:38:51 tester (411.TEST, 21) ia motorizari 5543 (0.23 s)[192.168.37.33]
[info]10:38:51 tester (411.TEST, 21) ia motorizari 287 (0.27 s)[192.168.37.33]
[info]10:38:51 tester (411.TEST, 21) ia motorizari 3891 (0.23 s)[192.168.37.33]
[info]10:38:51 tester (411.TEST, 21) ia motorizari 1818 (0.21 s)[192.168.37.33]
[info]10:38:52 tester (411.TEST, 21) ia motorizari 7546 (0.22 s)[192.168.37.33]
[info]10:38:52 tester (411.TEST, 21) ia motorizari 4626 (0.24 s)[192.168.37.33]
[info]10:38:52 tester (411.TEST, 21) ia motorizari 7549 (0.21 s)[192.168.37.33]
[info]10:38:52 tester (411.TEST, 21) ia motorizari 7548 (0.16 s)[192.168.37.33]
[info]10:38:52 tester (411.TEST, 21) ia motorizari 7547 (0.23 s)[192.168.37.33]
[info]10:38:54 tester (411.TEST, 21) ia motorizari 291 (0.41 s)[192.168.37.33]
[info]10:38:54 tester (411.TEST, 21) ia motorizari 295 (0.28 s)[192.168.37.33]
[info]10:38:54 tester (411.TEST, 21) ia motorizari 300 (0.23 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 305 (0.26 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 11241 (0.07 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 13239 (0.07 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 309 (0.07 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 312 (0.11 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 9069 (0.21 s)[192.168.37.33]
[info]10:38:55 tester (411.TEST, 21) ia motorizari 9071 (0.23 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 316 (0.07 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 321 (0.09 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 325 (0.23 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 329 (0.08 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 339 (0.29 s)[192.168.37.33]
[info]10:38:56 tester (411.TEST, 21) ia motorizari 334 (0.22 s)[192.168.37.33]
[info]10:38:57 tester (411.TEST, 21) ia motorizari 3847 (0.23 s)[192.168.37.33]
[info]10:38:57 tester (411.TEST, 21) ia motorizari 3848 (0.22 s)[192.168.37.33]
[info]10:38:57 tester (411.TEST, 21) ia motorizari 3849 (0.21 s)[192.168.37.33]
[info]10:38:57 tester (411.TEST, 21) ia motorizari 3850 (0.21 s)[192.168.37.33]
[info]10:38:58 tester (411.TEST, 21) ia motorizari 353 (0.23 s)[192.168.37.33]
[info]10:38:58 tester (411.TEST, 21) ia motorizari 5479 (0.24 s)[192.168.37.33]
[info]10:38:58 tester (411.TEST, 21) ia motorizari 345 (0.22 s)[192.168.37.33]
[info]10:38:58 tester (411.TEST, 21) ia motorizari 3686 (0.22 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 483 (0.23 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 8603 (0.26 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 7551 (0.23 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 7552 (0.08 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 7550 (0.07 s)[192.168.37.33]
[info]10:39:00 tester (411.TEST, 21) ia motorizari 7554 (0.21 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 7553 (0.21 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 7555 (0.07 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 536 (0.22 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 5080 (0.10 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 4625 (0.07 s)[192.168.37.33]
[info]10:39:01 tester (411.TEST, 21) ia motorizari 3389 (0.24 s)[192.168.37.33]
[info]10:39:02 tester (411.TEST, 21) ia motorizari 1460 (0.08 s)[192.168.37.33]
[info]10:39:02 tester (411.TEST, 21) ia motorizari 7556 (0.22 s)[192.168.37.33]
[info]10:39:02 tester (411.TEST, 21) ia motorizari 7587 (0.29 s)[192.168.37.33]
[info]10:39:02 tester (411.TEST, 21) ia motorizari 1819 (0.23 s)[192.168.37.33]
[info]10:39:02 tester (411.TEST, 21) ia motorizari 3602 (0.08 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 10181 (0.12 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 289 (0.16 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 293 (0.07 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 1461 (0.08 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 5567 (0.16 s)[192.168.37.33]
[info]10:39:03 tester (411.TEST, 21) ia motorizari 3507 (0.23 s)[192.168.37.33]
[info]10:39:04 tester (411.TEST, 21) ia modele pentru 504 (0.72 s)[192.168.37.33]
[info]10:39:04 tester (411.TEST, 21) ia motorizari 10 (0.17 s)[192.168.37.33]
